이름,주소,전화번호,메뉴,영업시간
중화요리 연,"서울특별시 금천구 가산디지털1로 225 1층 116호 지번
지도보기",0507-1362-0871,"불타는 고추간짜장: 11,000원
차돌숙주짬뽕: 13,000원
중화해물덮밥: 10,000원
중화제육덮밥: 10,000원
생굴짬뽕: 12,000원
깐풍기: 25,000원
유린기: 25,000원
전복 자연송이: 85,000원
자연송이관자: 83,000원
자연송이 소고기: 75,000원
유니짜장: 8,000원
간짜장: 9,000원
쟁반짜장(1인): 10,000원
사골짬뽕: 9,000원
삼선짬뽕: 12,000원
연마라탕면: 15,000원
얼큰튀김짬뽕: 13,000원
크림짬뽕: 12,000원
마라크림짬뽕: 13,000원
담백특짜장: 12,000원
보양 특짬뽕: 21,000원
마라탕면: 12,000원
계란볶음밥: 8,000원
삼선볶음밥: 10,000원
게살볶음밥: 11,000원
해물잡채밥: 9,000원
활전복짬뽕: 18,000원
매콤특밥: 12,000원
통전복잡탕밥: 15,000원
고추잡채밥: 11,000원
팔진탕면: 15,000원
삼선우동: 10,000원
백짬뽕: 11,000원
울면: 11,000원
어향가지덮밥: 9,000원
소고기우육덮밥: 12,000원
탕수육: 25,000원
깐풍육: 25,000원
깐쇼(칠리)새우: 30,000원
크림새우: 30,000원
망고크림새우: 33,000원
꿔바로우: 28,000원
가지튀김: 35,000원
사천탕수육: 30,000원
유산슬: 30,000원
양장피: 35,000원
팔보채: 38,000원
해물누룽지탕: 40,000원
고추잡채와 꽃빵: 35,000원
중국식냉면: 11,000원
냉짬뽕: 11,000원
콩국수: 10,000원
소고기볶음: 35,000원
딤섬: 9,000원
바게트멘보샤: 15,000원
어향가지새우튀김: 35,000원
어향동고: 35,000원
오룡해삼: 50,000원
일품전복: 55,000원
전가복: 45,000원
불타는 고추간짜장: 11,000원
차돌숙주짬뽕: 13,000원
중화해물덮밥: 10,000원
중화제육덮밥: 10,000원
생굴짬뽕: 12,000원
깐풍기: 25,000원
유린기: 25,000원
전복 자연송이: 85,000원
자연송이관자: 83,000원
자연송이 소고기: 75,000원
유니짜장: 8,000원
간짜장: 9,000원
쟁반짜장(1인): 10,000원
사골짬뽕: 9,000원
삼선짬뽕: 12,000원
연마라탕면: 15,000원
얼큰튀김짬뽕: 13,000원
크림짬뽕: 12,000원
마라크림짬뽕: 13,000원
담백특짜장: 12,000원
보양 특짬뽕: 21,000원
마라탕면: 12,000원
계란볶음밥: 8,000원
삼선볶음밥: 10,000원
게살볶음밥: 11,000원
해물잡채밥: 9,000원
활전복짬뽕: 18,000원
매콤특밥: 12,000원
통전복잡탕밥: 15,000원
고추잡채밥: 11,000원
팔진탕면: 15,000원
삼선우동: 10,000원
백짬뽕: 11,000원
울면: 11,000원
어향가지덮밥: 9,000원
소고기우육덮밥: 12,000원
탕수육: 25,000원
깐풍육: 25,000원
깐쇼(칠리)새우: 30,000원
크림새우: 30,000원
망고크림새우: 33,000원
꿔바로우: 28,000원
가지튀김: 35,000원
사천탕수육: 30,000원
유산슬: 30,000원
양장피: 35,000원
팔보채: 38,000원
해물누룽지탕: 40,000원
고추잡채와 꽃빵: 35,000원
중국식냉면: 11,000원
냉짬뽕: 11,000원
콩국수: 10,000원
소고기볶음: 35,000원
딤섬: 9,000원
바게트멘보샤: 15,000원
어향가지새우튀김: 35,000원
어향동고: 35,000원
오룡해삼: 50,000원
일품전복: 55,000원
전가복: 45,000원","{
    ""월"": {
        ""영업시간"": ""11:00 - 22:00"",
        ""브레이크타임"": ""14:00 - 16:30"",
        ""라스트오더"": ""21:00""
    },
    ""화"": {
        ""영업시간"": ""11:00 - 22:00"",
        ""브레이크타임"": ""14:00 - 16:30"",
        ""라스트오더"": ""21:00""
    },
    ""수"": {
        ""영업시간"": ""11:00 - 22:00"",
        ""브레이크타임"": ""14:00 - 16:30"",
        ""라스트오더"": ""21:00""
    },
    ""목"": {
        ""영업시간"": ""[오늘] 12.19 (목)11:00 - 22:00"",
        ""브레이크타임"": ""14:00 - 16:30"",
        ""라스트오더"": ""21:00""
    },
    ""금"": {
        ""영업시간"": ""11:00 - 22:00"",
        ""브레이크타임"": ""14:00 - 16:30"",
        ""라스트오더"": ""21:00""
    },
    ""토"": {
        ""영업시간"": ""휴무일""
    },
    ""일"": {
        ""영업시간"": ""10:30 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:00""
    }
}"
실라칸스 마리오아울렛점,"서울특별시 금천구 디지털로9길 23 마리오아울렛 3관 13층 실라칸스 지번
지도보기",0507-1350-7493,"짬뽕: 9,000원
짜장면: 8,000원
짬뽕: 9,000원
짜장면: 8,000원","{
    ""월"": {
        ""영업시간"": ""10:30 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""화"": {
        ""영업시간"": ""10:30 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""수"": {
        ""영업시간"": ""10:30 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""목"": {
        ""영업시간"": ""[오늘] 12.19 (목)10:30 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""금"": {
        ""영업시간"": ""10:30 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""토"": {
        ""영업시간"": ""10:30 - 21:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""일"": {
        ""영업시간"": ""10:30 - 21:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    }
}"
홍콩반점0410 독산홈플점,"서울특별시 금천구 시흥대로 405 2층 홍콩반점 지번
지도보기",02-858-5558,"짜장면: 6,500원
고추짜장: 8,000원
고기짜장: 8,500원
짬뽕: 7,800원
고추짬뽕: 8,900원
고기짬뽕: 9,500원
쟁반짜장(2인): 16,000원
짬뽕밥(맛보기면+밥): 7,800원
짜장밥: 8,500원
고추짬뽕밥: 8,900원
고기짬뽕밥: 9,500원
탕수육(소_2인): 16,800원
탕수육(중_3인): 18,800원
탕수육(대_4인): 22,800원
멘보샤(5개): 9,900원
군만두(8개): 6,000원
연유꽃빵(5개): 4,500원
단팥춘권(10개): 3,000원
짜장소스 1통 (350g): 3,500원
짜장면: 6,500원
고추짜장: 8,000원
고기짜장: 8,500원
짬뽕: 7,800원
고추짬뽕: 8,900원
고기짬뽕: 9,500원
쟁반짜장(2인): 16,000원
짬뽕밥(맛보기면+밥): 7,800원
짜장밥: 8,500원
고추짬뽕밥: 8,900원
고기짬뽕밥: 9,500원
탕수육(소_2인): 16,800원
탕수육(중_3인): 18,800원
탕수육(대_4인): 22,800원
멘보샤(5개): 9,900원
군만두(8개): 6,000원
연유꽃빵(5개): 4,500원
단팥춘권(10개): 3,000원
짜장소스 1통 (350g): 3,500원","{
    ""월"": {
        ""영업시간"": ""11:00 - 22:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""21:30""
    },
    ""화"": {
        ""영업시간"": ""11:00 - 22:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""21:30""
    },
    ""수"": {
        ""영업시간"": ""11:00 - 22:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""21:30""
    },
    ""목"": {
        ""영업시간"": ""[오늘] 12.19 (목)11:00 - 22:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""21:30""
    },
    ""금"": {
        ""영업시간"": ""11:00 - 22:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""21:30""
    },
    ""토"": {
        ""영업시간"": ""11:00 - 22:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""21:30""
    },
    ""일"": {
        ""영업시간"": ""11:00 - 22:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""21:30""
    }
}"
기주짬뽕 본점,"서울특별시 금천구 두산로 70 B동 1층 121-1, 2호 지번
지도보기",0507-1388-2707,"기주짬뽕: 8,900원
해물짬뽕: 10,900원
차돌짬뽕: 10,900원
냉짬뽕: 9,900원
얼큰고추짬뽕: 9,900원
참깨짬뽕: 10,500원
짜장면: 7,900원
고추짜장면: 8,900원
간짜장: 8,900원
중화볶음밥: 9,500원
게살짜장밥: 9,500원
중화잡채밥: 9,500원
사골떡만두국: 9,500원
1인 탕수육세트 (짬뽕): 16,000원
1인 탕수육세트 (짜장면): 14,500원
탕수육 (소): 20,000원
탕수육 (중): 25,000원
탕수육 (대): 30,000원
깐풍탕수육 (소): 22,000원
깐풍탕수육 (중): 27,000원
깐풍탕수육 (대): 32,000원
칠리 & 크림새우: 27,000원
만두튀김4P: 5,000원
깐풍만두튀김4P: 6,000원
기주짬뽕: 8,900원
해물짬뽕: 10,900원
차돌짬뽕: 10,900원
냉짬뽕: 9,900원
얼큰고추짬뽕: 9,900원
참깨짬뽕: 10,500원
짜장면: 7,900원
고추짜장면: 8,900원
간짜장: 8,900원
중화볶음밥: 9,500원
게살짜장밥: 9,500원
중화잡채밥: 9,500원
사골떡만두국: 9,500원
1인 탕수육세트 (짬뽕): 16,000원
1인 탕수육세트 (짜장면): 14,500원
탕수육 (소): 20,000원
탕수육 (중): 25,000원
탕수육 (대): 30,000원
깐풍탕수육 (소): 22,000원
깐풍탕수육 (중): 27,000원
깐풍탕수육 (대): 32,000원
칠리 & 크림새우: 27,000원
만두튀김4P: 5,000원
깐풍만두튀김4P: 6,000원","{
    ""월"": {
        ""영업시간"": ""11:00 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""화"": {
        ""영업시간"": ""11:00 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""수"": {
        ""영업시간"": ""11:00 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""목"": {
        ""영업시간"": ""[오늘] 12.19 (목)11:00 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""금"": {
        ""영업시간"": ""11:00 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""토"": {
        ""영업시간"": ""11:00 - 20:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""일"": {
        ""영업시간"": ""휴무일""
    }
}"
삼팔교자관,"서울특별시 금천구 가산디지털1로 168 우림라이온스밸리A동 2층 삼팔 양꼬치 지번
지도보기",02-856-3868,"양꼬치: 13,000원
꿔바러우: 18,000원
누릉지탕: 28,000원
소오체즈: 13,000원
오향장육: 28,000원
양꼬치: 13,000원
꿔바러우: 18,000원
누릉지탕: 28,000원
소오체즈: 13,000원
오향장육: 28,000원","{
    ""월"": {
        ""영업시간"": ""16:00 - 23:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""화"": {
        ""영업시간"": ""16:00 - 23:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""수"": {
        ""영업시간"": ""휴무일""
    },
    ""목"": {
        ""영업시간"": ""[오늘] 12.19 (목)16:00 - 23:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""금"": {
        ""영업시간"": ""16:00 - 23:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""토"": {
        ""영업시간"": ""휴무일""
    },
    ""일"": {
        ""영업시간"": ""휴무일""
    }
}"
이화룡불짬뽕,"서울특별시 금천구 시흥대로122길 15 지번
지도보기",0507-1448-0160,"돼지짬뽕: 9,000원
차돌짬뽕: 10,000원
해물짬뽕: 11,000원
팔보채: 33,000원
누룽지탕: 35,000원
얼큰해물탕: 23,000원
소주: 5,000원
맥주: 5,000원
막걸리: 5,000원
이과도주: 5,000원
고량주: 7,000원
연태고량: 21,000원
공부가주: 35,000원
음료: 2,000원
돼지짬뽕: 9,000원
차돌짬뽕: 10,000원
해물짬뽕: 11,000원
팔보채: 33,000원
누룽지탕: 35,000원
얼큰해물탕: 23,000원
소주: 5,000원
맥주: 5,000원
막걸리: 5,000원
이과도주: 5,000원
고량주: 7,000원
연태고량: 21,000원
공부가주: 35,000원
음료: 2,000원","{
    ""월"": {
        ""영업시간"": ""11:00 - 20:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""14:40, 19:40""
    },
    ""화"": {
        ""영업시간"": ""11:00 - 20:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""14:40, 19:40""
    },
    ""수"": {
        ""영업시간"": ""11:00 - 20:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""14:40, 19:40""
    },
    ""목"": {
        ""영업시간"": ""[오늘] 12.19 (목)11:00 - 20:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""14:40, 19:40""
    },
    ""금"": {
        ""영업시간"": ""11:00 - 20:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""14:40, 19:40""
    },
    ""토"": {
        ""영업시간"": ""휴무일""
    },
    ""일"": {
        ""영업시간"": ""휴무일""
    }
}"
예원 가산점,"서울특별시 금천구 가산디지털1로 145 에이스하이엔드타워3차 203호 지번
지도보기",02-2624-0777,"디너코스메뉴: 39000~85000
코스메뉴: 26000~33000
자장면: 8,000원
기스면: 9,000원
짬뽕: 11,000원
우동: 11,000원
사천탕면: 11,000원
우육탕면: 11,000원
팔진탕면: 11,000원
잡탕밥: 16,000원
유산슬밥: 14,000원
마파두부밥: 11,000원
잡채밥: 11,000원
XO볶음밥: 9,500원
새우볶음밥: 9,000원
중새우: 36000~47000
작은새우: 30000~40000
궁보새우: 38000~48000
깐풍기: 24000~34000
라조기: 24000~34000
유린기: 23000~32000
궁보기청: 23000~32000
송이우육: 39000~57000
마라우육: 35000~46000
난자완스: 34000~41000
경장우육슬: 34000~44000
쇠고기탕수육: 28000~36000
쇠고기 양상추: 35000~48000
돼지고기 삼겹살찜과 청경채: 29000~39000
사천식 탕수육: 24000~34000
깐풍육: 24000~34000
디너코스메뉴: 39000~85000
코스메뉴: 26000~33000
자장면: 8,000원
기스면: 9,000원
짬뽕: 11,000원
우동: 11,000원
사천탕면: 11,000원
우육탕면: 11,000원
팔진탕면: 11,000원
잡탕밥: 16,000원
유산슬밥: 14,000원
마파두부밥: 11,000원
잡채밥: 11,000원
XO볶음밥: 9,500원
새우볶음밥: 9,000원
중새우: 36000~47000
작은새우: 30000~40000
궁보새우: 38000~48000
깐풍기: 24000~34000
라조기: 24000~34000
유린기: 23000~32000
궁보기청: 23000~32000
송이우육: 39000~57000
마라우육: 35000~46000
난자완스: 34000~41000
경장우육슬: 34000~44000
쇠고기탕수육: 28000~36000
쇠고기 양상추: 35000~48000
돼지고기 삼겹살찜과 청경채: 29000~39000
사천식 탕수육: 24000~34000
깐풍육: 24000~34000","{
    ""월"": {
        ""영업시간"": ""11:15 - 21:00"",
        ""브레이크타임"": ""14:00 - 17:00"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""화"": {
        ""영업시간"": ""11:15 - 21:00"",
        ""브레이크타임"": ""14:00 - 17:00"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""수"": {
        ""영업시간"": ""휴무일""
    },
    ""목"": {
        ""영업시간"": ""[오늘] 12.19 (목)11:15 - 21:00"",
        ""브레이크타임"": ""14:00 - 17:00"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""금"": {
        ""영업시간"": ""11:15 - 21:00"",
        ""브레이크타임"": ""14:00 - 17:00"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""토"": {
        ""영업시간"": ""11:30 - 20:00"",
        ""브레이크타임"": ""14:00 - 17:00"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""일"": {
        ""영업시간"": ""휴무일""
    }
}"
강차오,"서울특별시 금천구 가산디지털1로 45 2층 204호 지번
지도보기",0507-1394-6662,"짬뽕: 9,000원
짬뽕: 9,000원","{
    ""월"": {
        ""영업시간"": ""10:00 - 20:30"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:00""
    },
    ""화"": {
        ""영업시간"": ""10:00 - 20:30"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:00""
    },
    ""수"": {
        ""영업시간"": ""10:00 - 20:30"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:00""
    },
    ""목"": {
        ""영업시간"": ""[오늘] 12.19 (목)10:00 - 20:30"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:00""
    },
    ""금"": {
        ""영업시간"": ""10:00 - 20:30"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:00""
    },
    ""토"": {
        ""영업시간"": ""10:00 - 20:30"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:00""
    },
    ""일"": {
        ""영업시간"": ""10:00 - 20:30"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:00""
    }
}"
쌍룡,"서울특별시 금천구 가산디지털1로 131 지하1층 121호 지번
지도보기",0507-1377-7273,"탕수육 소: 15,000원
탕수육 중: 18,000원
사천탕수육 소: 13,000원
사천탕수육 중: 21,000원
양장피 소: 20,000원
잡채밥: 8,000원
볶음밥: 7,500원
짜장밥: 7,000원
짬뽕밥: 7,500원
낙지짬뽕밥: 8,500원
짜장면: 6,500원
짬뽕: 7,500원
차돌짬뽕: 8,500원
낙지짬뽕: 8,500원
낙지차돌짬뽕: 11,000원
메뉴 1: 18,000원
메뉴 2: 28,000원
누룽지탕: 28,000원
탕수육 소: 15,000원
탕수육 중: 18,000원
사천탕수육 소: 13,000원
사천탕수육 중: 21,000원
양장피 소: 20,000원
잡채밥: 8,000원
볶음밥: 7,500원
짜장밥: 7,000원
짬뽕밥: 7,500원
낙지짬뽕밥: 8,500원
짜장면: 6,500원
짬뽕: 7,500원
차돌짬뽕: 8,500원
낙지짬뽕: 8,500원
낙지차돌짬뽕: 11,000원
메뉴 1: 18,000원
메뉴 2: 28,000원
누룽지탕: 28,000원","{
    ""월"": {
        ""영업시간"": ""정보 없음"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""화"": {
        ""영업시간"": ""정보 없음"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""수"": {
        ""영업시간"": ""정보 없음"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""목"": {
        ""영업시간"": ""[오늘] 12.19 (목)영업시간 확인 필요"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""금"": {
        ""영업시간"": ""정보 없음"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""토"": {
        ""영업시간"": ""정보 없음"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""일"": {
        ""영업시간"": ""정보 없음"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    }
}"
칭티엔,"서울특별시 금천구 디지털로9길 46 이앤씨드림타워7차 지번
지도보기",02-869-3456,"XO게살볶음밥: 10,000원
삼선볶음밥: 10,000원
새우볶음밥: 9,000원
명량짬뽕: 14,000원
쭈낙짬뽕: 13,000원
우삼겹짬뽕: 12,000원
삼선짬뽕: 10,000원
매 1인기준: 30,000원
란 1인기준: 35,000원
국 1인기준: 45,000원
송 1인기준: 44,000원
죽 1인기준: 55,000원
저녁특선 3~4인기준: 58,000원
칭티엔해물밥: 14,000원
피망쇠고기밥: 10,000원
잡채밥: 9,000원
마파두부밥: 9,000원
XO게살볶음밥: 10,000원
삼선볶음밥: 10,000원
새우볶음밥: 9,000원
명량짬뽕: 14,000원
쭈낙짬뽕: 13,000원
우삼겹짬뽕: 12,000원
삼선짬뽕: 10,000원
매 1인기준: 30,000원
란 1인기준: 35,000원
국 1인기준: 45,000원
송 1인기준: 44,000원
죽 1인기준: 55,000원
저녁특선 3~4인기준: 58,000원
칭티엔해물밥: 14,000원
피망쇠고기밥: 10,000원
잡채밥: 9,000원
마파두부밥: 9,000원","{
    ""월"": {
        ""영업시간"": ""11:20 - 22:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""화"": {
        ""영업시간"": ""11:20 - 22:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""수"": {
        ""영업시간"": ""11:20 - 22:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""목"": {
        ""영업시간"": ""[오늘] 12.19 (목)11:20 - 22:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""금"": {
        ""영업시간"": ""11:20 - 22:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""토"": {
        ""영업시간"": ""11:20 - 15:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""일"": {
        ""영업시간"": ""휴무일""
    }
}"
