이름,주소,전화번호,메뉴,영업시간
스튜디오레이크,"서울특별시 금천구 디지털로 210 2층 지번
지도보기",0507-1308-9864,"시그니처 치킨: 23,000원
멜론 프로슈토: 17,000원
트러플 파케리: 19,000원
에그인헬: 19,000원
치즈 플레이트: 22,000원
브리치즈 구이: 16,000원
부라타치즈 샐러드: 16,000원
아이스크림 크로플: 11,000원
시그니처 치킨: 23,000원
멜론 프로슈토: 17,000원
트러플 파케리: 19,000원
에그인헬: 19,000원
치즈 플레이트: 22,000원
브리치즈 구이: 16,000원
부라타치즈 샐러드: 16,000원
아이스크림 크로플: 11,000원","{
    ""월"": {
        ""영업시간"": ""18:00 - 00:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""화"": {
        ""영업시간"": ""16:00 - 02:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""수"": {
        ""영업시간"": ""16:00 - 01:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""목"": {
        ""영업시간"": ""[오늘] 12.19 (목)18:00 - 00:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""금"": {
        ""영업시간"": ""18:00 - 01:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""토"": {
        ""영업시간"": ""18:00 - 01:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""일"": {
        ""영업시간"": ""18:00 - 00:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    }
}"
불불,"서울특별시 금천구 범안로 1240 jj빌딩 101호 (비밀번호 8204샵) 지번
지도보기",0507-1342-5057,"새우 크로켓과 타르타르: 14,500원
토마토 미트 리가토니: 17,000원
프렌치 뇨끼: 18,500원
태국식 편육샐러드: 13,500원
Natural wine: 
멜팅 고구마튀김: 9,000원
작은 루돌프군 (미니 호빵): 5,000원
샤퀴테리: 13,000원
딸기와 사워크림: 12,500원
콩테 치즈: 9,000원
Natural Glass: 
사워도우 빵과 솔트 허니버터: 6,000원
쁘띠 버터 곶감: 8,000원
매콤 국물 떡볶이: 9,000원
Conventional Wine: 
새우 크로켓과 타르타르: 14,500원
토마토 미트 리가토니: 17,000원
프렌치 뇨끼: 18,500원
태국식 편육샐러드: 13,500원
Natural wine: 
멜팅 고구마튀김: 9,000원
작은 루돌프군 (미니 호빵): 5,000원
샤퀴테리: 13,000원
딸기와 사워크림: 12,500원
콩테 치즈: 9,000원
Natural Glass: 
사워도우 빵과 솔트 허니버터: 6,000원
쁘띠 버터 곶감: 8,000원
매콤 국물 떡볶이: 9,000원
Conventional Wine: ","{
    ""월"": {
        ""영업시간"": ""휴무일""
    },
    ""화"": {
        ""영업시간"": ""18:00 - 00:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""23:00""
    },
    ""수"": {
        ""영업시간"": ""18:00 - 00:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""23:00""
    },
    ""목"": {
        ""영업시간"": ""[오늘] 12.19 (목)18:00 - 00:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""23:00""
    },
    ""금"": {
        ""영업시간"": ""18:00 - 00:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""23:00""
    },
    ""토"": {
        ""영업시간"": ""18:00 - 00:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""23:00""
    },
    ""일"": {
        ""영업시간"": ""휴무일""
    }
}"
매드포갈릭,"서울특별시 금천구 디지털로10길 9 현대시티아울렛 8층 지번
지도보기",02-2136-9982,"풀코스 매드 런치: 22,900원
시그니처 스테이크 세트: 115,000원
프리미엄 본-인 립아이 스테이크 세트: 179,000원
매드 글레이즈드 립: 34,900원
만다린 치킨 샐러드: 21,900원
갈릭페뇨 파스타: 26,800원
매드 라자냐: 28,400원
비프 & K-라이스: 28,400원
갈릭 스노잉 피자: 27,200원
풀코스 매드 런치: 22,900원
시그니처 스테이크 세트: 115,000원
프리미엄 본-인 립아이 스테이크 세트: 179,000원
매드 글레이즈드 립: 34,900원
만다린 치킨 샐러드: 21,900원
갈릭페뇨 파스타: 26,800원
매드 라자냐: 28,400원
비프 & K-라이스: 28,400원
갈릭 스노잉 피자: 27,200원","{
    ""월"": {
        ""영업시간"": ""11:00 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:00""
    },
    ""화"": {
        ""영업시간"": ""11:00 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:00""
    },
    ""수"": {
        ""영업시간"": ""11:00 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:00""
    },
    ""목"": {
        ""영업시간"": ""[오늘] 12.19 (목)11:00 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:00""
    },
    ""금"": {
        ""영업시간"": ""11:00 - 21:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:30""
    },
    ""토"": {
        ""영업시간"": ""11:00 - 21:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:30""
    },
    ""일"": {
        ""영업시간"": ""11:00 - 21:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:30""
    }
}"
포타제,"서울특별시 금천구 디지털로9길 68 1F (대륭포스트타워 5차) 지번
지도보기",02-854-2221,"Economy Lunch A: 39,000원
Business Lunch B: 47,000원
Premium Lunch C: 56,000원
Signature Dinner: 89,000원
Premium Dinner: 99,000원
T-BONE&TOMAHAWK SET: 220000~240000
Economy Lunch A: 39,000원
Business Lunch B: 47,000원
Premium Lunch C: 56,000원
Signature Dinner: 89,000원
Premium Dinner: 99,000원
T-BONE&TOMAHAWK SET: 220000~240000","{
    ""월"": {
        ""영업시간"": ""11:30 - 21:00"",
        ""브레이크타임"": ""15:00 - 17:30"",
        ""라스트오더"": ""14:00, 20:00""
    },
    ""화"": {
        ""영업시간"": ""11:30 - 21:00"",
        ""브레이크타임"": ""15:00 - 17:30"",
        ""라스트오더"": ""14:00, 20:00""
    },
    ""수"": {
        ""영업시간"": ""11:30 - 21:00"",
        ""브레이크타임"": ""15:00 - 17:30"",
        ""라스트오더"": ""14:00, 20:00""
    },
    ""목"": {
        ""영업시간"": ""[오늘] 12.19 (목)11:30 - 21:00"",
        ""브레이크타임"": ""15:00 - 17:30"",
        ""라스트오더"": ""14:00, 20:00""
    },
    ""금"": {
        ""영업시간"": ""11:30 - 21:00"",
        ""브레이크타임"": ""15:00 - 17:30"",
        ""라스트오더"": ""14:00, 20:00""
    },
    ""토"": {
        ""영업시간"": ""휴무일""
    },
    ""일"": {
        ""영업시간"": ""휴무일""
    }
}"
백만그릇파스타,"서울특별시 금천구 디지털로 207 2층 지번
지도보기",0507-1414-1576,"라구파스타: 13,900원
매콤크림리조또: 13,900원
소세지필라프: 13,900원
트러플버섯크림파스타: 18,000원
페퍼로니로제파스타: 15,900원
베이컨크림리조또: 12,900원
우삼겹알리오올리오: 12,900원
알리오올리오: 10,900원
우삼겹짬뽕파스타: 12,900원
쉬림프 필라프: 11,900원
라구파스타: 13,900원
매콤크림리조또: 13,900원
소세지필라프: 13,900원
트러플버섯크림파스타: 18,000원
페퍼로니로제파스타: 15,900원
베이컨크림리조또: 12,900원
우삼겹알리오올리오: 12,900원
알리오올리오: 10,900원
우삼겹짬뽕파스타: 12,900원
쉬림프 필라프: 11,900원","{
    ""월"": {
        ""영업시간"": ""11:00 - 21:10"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:10""
    },
    ""화"": {
        ""영업시간"": ""11:00 - 21:10"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:10""
    },
    ""수"": {
        ""영업시간"": ""11:00 - 21:10"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:10""
    },
    ""목"": {
        ""영업시간"": ""[오늘] 12.19 (목)11:00 - 21:10"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:10""
    },
    ""금"": {
        ""영업시간"": ""11:00 - 21:10"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:10""
    },
    ""토"": {
        ""영업시간"": ""11:00 - 21:10"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:10""
    },
    ""일"": {
        ""영업시간"": ""11:00 - 21:10"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:10""
    }
}"
플러버,"서울특별시 금천구 시흥대로 291 롯데캐슬골드파크3차 WEST동 208호 지번
지도보기",0507-1330-1417,"핑키게살 로제스파게티: 12,000원
와규 스테이크: 24,000원
뽀모도로 파스타: 9,000원
꽈리불고기 오므라이스: 9,000원
베이컨쉬림프 리가토니 파스타: 12,500원
봉골레 파스타: 13,500원
명란크림파스타: 10,500원
먹물 해산물 빠에야: 12,000원
트러플오일 전복 리조토: 16,000원
안창스테이크 크림 파스타: 15,500원
바질페스토파스타: 12,500원
투움바 파스타: 12,000원
목살큐브스테이크 김치볶음밥: 9,000원
상하이 파스타: 12,500원
머쉬룸까르보나라 크림파스타: 10,500원
알리오올리오: 9,000원
해물 치즈떡볶이: 11,500원
명란 치즈 오믈렛: 9,000원
와규찹스테이크: 22,000원
하우스와인: 5,000원
아메리카노: 2,500원
핑키게살 로제스파게티: 12,000원
와규 스테이크: 24,000원
뽀모도로 파스타: 9,000원
꽈리불고기 오므라이스: 9,000원
베이컨쉬림프 리가토니 파스타: 12,500원
봉골레 파스타: 13,500원
명란크림파스타: 10,500원
먹물 해산물 빠에야: 12,000원
트러플오일 전복 리조토: 16,000원
안창스테이크 크림 파스타: 15,500원
바질페스토파스타: 12,500원
투움바 파스타: 12,000원
목살큐브스테이크 김치볶음밥: 9,000원
상하이 파스타: 12,500원
머쉬룸까르보나라 크림파스타: 10,500원
알리오올리오: 9,000원
해물 치즈떡볶이: 11,500원
명란 치즈 오믈렛: 9,000원
와규찹스테이크: 22,000원
하우스와인: 5,000원
아메리카노: 2,500원","{
    ""월"": {
        ""영업시간"": ""10:30 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:20""
    },
    ""화"": {
        ""영업시간"": ""휴무일""
    },
    ""수"": {
        ""영업시간"": ""10:30 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:20""
    },
    ""목"": {
        ""영업시간"": ""[오늘] 12.19 (목)10:30 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:20""
    },
    ""금"": {
        ""영업시간"": ""10:30 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:20""
    },
    ""토"": {
        ""영업시간"": ""10:30 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:20""
    },
    ""일"": {
        ""영업시간"": ""10:30 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:20""
    }
}"
영향,"서울특별시 금천구 남부순환로108길 7 1층 지번
지도보기",0507-1358-7653,"리코타 샐러드: 10,900원
시저샐러드: 10,900원
해물 토마토 국물파스타: 13,800원
바질 통베이컨 파스타: 15,800원
블루치즈 해산물 크림 리소토: 17,000원
버섯 크림 리소토: 12,000원
버섯 크림 뇨끼: 16,000원
단호박 뇨끼: 16,000원
바질 베이컨 뇨끼: 16,000원
치킨 라자냐: 17,000원
페퍼로니 라자냐: 17,500원
감자 크림 스프: 6,800원
시저 샐러드: 10,900원
감자 크림스프: 6,800원
매쉬드포테이토&당근라페: 6,800원
크림치즈 비스킷: 7,900원
바게트빵 4ea: 1,500원
밥 추가: 1,500원
명란 할라피뇨 오일 파스타: 15,800원
치미추리 파스타: 15,800원
라구 파스타: 16,800원
게살 크림 파스타: 16,800원
페퍼로니 로제 파스타: 16,800원
리코타 샐러드: 10,900원
시저샐러드: 10,900원
해물 토마토 국물파스타: 13,800원
바질 통베이컨 파스타: 15,800원
블루치즈 해산물 크림 리소토: 17,000원
버섯 크림 리소토: 12,000원
버섯 크림 뇨끼: 16,000원
단호박 뇨끼: 16,000원
바질 베이컨 뇨끼: 16,000원
치킨 라자냐: 17,000원
페퍼로니 라자냐: 17,500원
감자 크림 스프: 6,800원
시저 샐러드: 10,900원
감자 크림스프: 6,800원
매쉬드포테이토&당근라페: 6,800원
크림치즈 비스킷: 7,900원
바게트빵 4ea: 1,500원
밥 추가: 1,500원
명란 할라피뇨 오일 파스타: 15,800원
치미추리 파스타: 15,800원
라구 파스타: 16,800원
게살 크림 파스타: 16,800원
페퍼로니 로제 파스타: 16,800원","{
    ""월"": {
        ""영업시간"": ""휴무일""
    },
    ""화"": {
        ""영업시간"": ""11:30 - 22:00"",
        ""브레이크타임"": ""14:00 - 17:00"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""수"": {
        ""영업시간"": ""11:30 - 22:00"",
        ""브레이크타임"": ""14:00 - 17:00"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""목"": {
        ""영업시간"": ""[오늘] 12.19 (목)11:30 - 22:00"",
        ""브레이크타임"": ""14:00 - 17:00"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""금"": {
        ""영업시간"": ""11:30 - 22:00"",
        ""브레이크타임"": ""14:00 - 17:00"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""토"": {
        ""영업시간"": ""12:00 - 22:00"",
        ""브레이크타임"": ""14:30 - 17:00"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""일"": {
        ""영업시간"": ""휴무일""
    }
}"
웰던,"서울특별시 금천구 남부순환로128길 15 1층 웰던 지번
지도보기",0507-1318-5236,"새우 알리오 올리ㅣ오: 13,900원
새우 알리오 올리ㅣ오: 13,900원","{
    ""월"": {
        ""영업시간"": ""휴무일""
    },
    ""화"": {
        ""영업시간"": ""17:00 - 02:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""수"": {
        ""영업시간"": ""17:00 - 02:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""목"": {
        ""영업시간"": ""[오늘] 12.19 (목)17:00 - 02:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""금"": {
        ""영업시간"": ""17:00 - 02:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""토"": {
        ""영업시간"": ""17:00 - 02:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""일"": {
        ""영업시간"": ""17:00 - 02:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    }
}"
세라즈피자펍,"서울특별시 금천구 가산디지털1로 168 A동 2층 222호 지번
지도보기",0507-1379-0415,"피자 13인치: 22,900원
피자 18인치: 35,000원
파스타: 12,500원
국내 수제맥주: 7,000원
소주: 5,000원
Coke: 3,000원
와인: 7,000원
레드소스 고기러버스(13인치): 23900~36000
레드소스 수프림(13인치): 23500~36000
레드소스 페퍼로니(13인치): 23500~35000
레드소스 세라즈피자(13인치): 23900~36000
레드소스 스파이시러버스(13인치): 23500~35000
레드소스 하와이안 피자: 23500~36000
레드소스 슈림프수프림: 23900~36000
피자 13인치: 22,900원
피자 18인치: 35,000원
파스타: 12,500원
국내 수제맥주: 7,000원
소주: 5,000원
Coke: 3,000원
와인: 7,000원
레드소스 고기러버스(13인치): 23900~36000
레드소스 수프림(13인치): 23500~36000
레드소스 페퍼로니(13인치): 23500~35000
레드소스 세라즈피자(13인치): 23900~36000
레드소스 스파이시러버스(13인치): 23500~35000
레드소스 하와이안 피자: 23500~36000
레드소스 슈림프수프림: 23900~36000","{
    ""월"": {
        ""영업시간"": ""11:30 - 00:00"",
        ""브레이크타임"": ""14:00 - 17:00"",
        ""라스트오더"": ""22:30""
    },
    ""화"": {
        ""영업시간"": ""11:30 - 00:00"",
        ""브레이크타임"": ""14:00 - 17:00"",
        ""라스트오더"": ""22:30""
    },
    ""수"": {
        ""영업시간"": ""휴무일""
    },
    ""목"": {
        ""영업시간"": ""[오늘] 12.19 (목)11:30 - 00:00"",
        ""브레이크타임"": ""14:00 - 17:00"",
        ""라스트오더"": ""22:30""
    },
    ""금"": {
        ""영업시간"": ""11:30 - 00:00"",
        ""브레이크타임"": ""14:00 - 17:00"",
        ""라스트오더"": ""22:30""
    },
    ""토"": {
        ""영업시간"": ""휴무일""
    },
    ""일"": {
        ""영업시간"": ""휴무일""
    }
}"
라티시크릿셰프,"서울특별시 금천구 시흥대로 315 롯데캐슬골드파크타워960 지하1층 지번
지도보기",0507-1370-4546,"셰프 테스팅 코스: 110,000원
셰프 테스팅 코스: 110,000원","{
    ""월"": {
        ""영업시간"": ""12:00 - 22:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:30""
    },
    ""화"": {
        ""영업시간"": ""12:00 - 22:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:30""
    },
    ""수"": {
        ""영업시간"": ""12:00 - 22:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:30""
    },
    ""목"": {
        ""영업시간"": ""[오늘] 12.19 (목)12:00 - 22:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:30""
    },
    ""금"": {
        ""영업시간"": ""12:00 - 22:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:30""
    },
    ""토"": {
        ""영업시간"": ""12:00 - 22:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:30""
    },
    ""일"": {
        ""영업시간"": ""12:00 - 22:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:30""
    }
}"
