RID,이름,주소,전화번호,메뉴,영업시간
meX7EzJWfvGP,웰던,"서울특별시 금천구 남부순환로128길 15 1층 웰던 지번
지도보기",0507-1318-5236,"새우 알리오 올리ㅣ오: 13,900원
돼지국밥: 9,500원
얼큰모듬국밥: 12,000원
얼큰순대만국밥: 11,000원
얼큰살코기순대국밥: 12,000원
얼큰순대국밥: 11,000원
얼큰살코기국밥: 12,000원
깜장갈비찜 1.5인세트(1.5인 ( 450g )): 21,900원
푸짐한 빨간갈비찜 1.5인세트(1.5인 ( 450g )): 21,900원
[ 오픈기념 무료배달 ]  깜장찜닭 1.5인세트(1.5인 ( 450g )): 19,900원
[ 갓성비 ] 미쳐버린 푸짐함 빨간찜닭 1.5인세트(1.5인 ( 450g )): 19,900원
푸짐한 깜장갈비찜(2~3인 ( 900g )): 31,900원
얼큰돼지국밥: 10,500원
푸짐한 깜장갈비찜(3~4인 ( 1350g )): 41,900원
푸짐한 깜장갈비찜(4~5인 (1800g )): 51,900원
미쳐버린 푸짐함 빨간갈비찜(2~3인 (  900g )): 31,900원
미쳐버린 푸짐함 빨간갈비찜(3~4인 ( 1350g )): 41,900원
미쳐버린 푸짐함 빨간갈비찜(4~5인 ( 1800g )): 51,900원
[ 갓성비 ] 미쳐버린 푸짐함 깜장찜닭(2~3인 ( 900g )): 29,900원
[ 갓성비 ] 미쳐버린 푸짐함 깜장찜닭(3~4인 ( 1350g )): 39,900원
[ 갓성비 ] 미쳐버린 푸짐함 깜장찜닭(4~5인 ( 1800g )): 49,900원
[ 갓성비 ] 미쳐버린 푸짐함 빨간찜닭(2~3인 ( 900g )): 29,900원
[ 갓성비 ] 미쳐버린 푸짐함 빨간찜닭(3~4인 ( 1350g )): 39,900원
1인세트(국밥류1+사이드1): 15,000원
[ 갓성비 ] 미쳐버린 푸짐함 빨간찜닭(4~5인 ( 1800g )): 49,900원
[미쳐버린 갓성비] 닭갈비 1인세트: 12,900원
[갓성비] 치즈 닭갈비 1인세트: 13,900원
[신메뉴]단짠단짠 달구마 닭갈비 1인 세트: 14,400원
[최저마진 가격파괴]  닭갈비(2인분 (700g)): 17,800원
[최저마진 가격파괴]  닭갈비(3인분 (1050g)): 26,700원
[최저마진 가격파괴]  닭갈비(4인분 (1400g)): 35,600원
[최저마진 가격파괴]  닭갈비(5인분 (1750g)): 44,500원
[가격파괴 갓성비]  치즈 닭갈비(2인분 (700g)): 19,800원
[가격파괴 갓성비]  치즈 닭갈비(3인분 (1050g)): 29,700원
2인세트(국밥류2+사이드1): 24,000원
[가격파괴 갓성비]  치즈 닭갈비(4인분 (1400g)): 39,600원
[가격파괴 갓성비]  치즈 닭갈비(5인분 (1750g)): 49,500원
[최저마진] 단짠단짠 달구마 닭갈비(2인분(700g)): 18,900원
[최저마진] 단짠단짠 달구마 닭갈비(3인분(1050g)): 27,800원
[최저마진] 단짠단짠 달구마 닭갈비(4인분(1400g)): 36,700원
[최저마진] 단짠단짠 달구마 닭갈비(5인분(1750g)): 45,700원
흑미밥: 1,500원
계란후라이 밥: 2,000원
날치알 볶음밥: 4,500원
주먹밥: 3,000원
모듬국밥: 11,000원
날치알 주먹밥: 4,000원
갈비만두(8p)(8p): 6,000원
고기왕만두(5p)(5p): 6,000원
떡산적(2p)(2p): 3,500원
병천순대(17p)(17p): 8,000원
제로펩시(355ml): 2,000원
스프라이트(355ml): 2,000원
코카콜라(355ml): 2,000원
순대만국밥: 10,000원
살코기순대국밥: 11,000원
순대국밥: 10,000원
살코기국밥: 11,000원
새우 알리오 올리ㅣ오: 13,900원
돼지국밥: 9,500원
얼큰모듬국밥: 12,000원
얼큰순대만국밥: 11,000원
얼큰살코기순대국밥: 12,000원
얼큰순대국밥: 11,000원
얼큰살코기국밥: 12,000원
깜장갈비찜 1.5인세트(1.5인 ( 450g )): 21,900원
푸짐한 빨간갈비찜 1.5인세트(1.5인 ( 450g )): 21,900원
[ 오픈기념 무료배달 ]  깜장찜닭 1.5인세트(1.5인 ( 450g )): 19,900원
[ 갓성비 ] 미쳐버린 푸짐함 빨간찜닭 1.5인세트(1.5인 ( 450g )): 19,900원
푸짐한 깜장갈비찜(2~3인 ( 900g )): 31,900원
얼큰돼지국밥: 10,500원
푸짐한 깜장갈비찜(3~4인 ( 1350g )): 41,900원
푸짐한 깜장갈비찜(4~5인 (1800g )): 51,900원
미쳐버린 푸짐함 빨간갈비찜(2~3인 (  900g )): 31,900원
미쳐버린 푸짐함 빨간갈비찜(3~4인 ( 1350g )): 41,900원
미쳐버린 푸짐함 빨간갈비찜(4~5인 ( 1800g )): 51,900원
[ 갓성비 ] 미쳐버린 푸짐함 깜장찜닭(2~3인 ( 900g )): 29,900원
[ 갓성비 ] 미쳐버린 푸짐함 깜장찜닭(3~4인 ( 1350g )): 39,900원
[ 갓성비 ] 미쳐버린 푸짐함 깜장찜닭(4~5인 ( 1800g )): 49,900원
[ 갓성비 ] 미쳐버린 푸짐함 빨간찜닭(2~3인 ( 900g )): 29,900원
[ 갓성비 ] 미쳐버린 푸짐함 빨간찜닭(3~4인 ( 1350g )): 39,900원
1인세트(국밥류1+사이드1): 15,000원
[ 갓성비 ] 미쳐버린 푸짐함 빨간찜닭(4~5인 ( 1800g )): 49,900원
[미쳐버린 갓성비] 닭갈비 1인세트: 12,900원
[갓성비] 치즈 닭갈비 1인세트: 13,900원
[신메뉴]단짠단짠 달구마 닭갈비 1인 세트: 14,400원
[최저마진 가격파괴]  닭갈비(2인분 (700g)): 17,800원
[최저마진 가격파괴]  닭갈비(3인분 (1050g)): 26,700원
[최저마진 가격파괴]  닭갈비(4인분 (1400g)): 35,600원
[최저마진 가격파괴]  닭갈비(5인분 (1750g)): 44,500원
[가격파괴 갓성비]  치즈 닭갈비(2인분 (700g)): 19,800원
[가격파괴 갓성비]  치즈 닭갈비(3인분 (1050g)): 29,700원
2인세트(국밥류2+사이드1): 24,000원
[가격파괴 갓성비]  치즈 닭갈비(4인분 (1400g)): 39,600원
[가격파괴 갓성비]  치즈 닭갈비(5인분 (1750g)): 49,500원
[최저마진] 단짠단짠 달구마 닭갈비(2인분(700g)): 18,900원
[최저마진] 단짠단짠 달구마 닭갈비(3인분(1050g)): 27,800원
[최저마진] 단짠단짠 달구마 닭갈비(4인분(1400g)): 36,700원
[최저마진] 단짠단짠 달구마 닭갈비(5인분(1750g)): 45,700원
흑미밥: 1,500원
계란후라이 밥: 2,000원
날치알 볶음밥: 4,500원
주먹밥: 3,000원
모듬국밥: 11,000원
날치알 주먹밥: 4,000원
갈비만두(8p)(8p): 6,000원
고기왕만두(5p)(5p): 6,000원
떡산적(2p)(2p): 3,500원
병천순대(17p)(17p): 8,000원
제로펩시(355ml): 2,000원
스프라이트(355ml): 2,000원
코카콜라(355ml): 2,000원
순대만국밥: 10,000원
살코기순대국밥: 11,000원
순대국밥: 10,000원
살코기국밥: 11,000원","{
    ""월"": {
        ""영업시간"": ""휴무일""
    },
    ""화"": {
        ""영업시간"": ""[오늘] 12.24 (화)17:00 - 02:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""수"": {
        ""영업시간"": ""17:00 - 02:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""목"": {
        ""영업시간"": ""17:00 - 02:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""금"": {
        ""영업시간"": ""17:00 - 02:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""토"": {
        ""영업시간"": ""17:00 - 02:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""일"": {
        ""영업시간"": ""17:00 - 02:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    }
}"
7xfmIgXMK5rZ,라티시크릿셰프,"서울특별시 금천구 시흥대로 315 롯데캐슬골드파크타워960 지하1층 지번
지도보기",0507-1370-4546,"셰프 테스팅 코스: 110,000원
셰프 테스팅 코스: 110,000원","{
    ""월"": {
        ""영업시간"": ""12:00 - 22:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:30""
    },
    ""화"": {
        ""영업시간"": ""[오늘] 12.24 (화)12:00 - 22:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:30""
    },
    ""수"": {
        ""영업시간"": ""12:00 - 22:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:30""
    },
    ""목"": {
        ""영업시간"": ""12:00 - 22:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:30""
    },
    ""금"": {
        ""영업시간"": ""12:00 - 22:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:30""
    },
    ""토"": {
        ""영업시간"": ""12:00 - 22:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:30""
    },
    ""일"": {
        ""영업시간"": ""12:00 - 22:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:30""
    }
}"
TqLD7gIRMu0n,매드포갈릭,"서울특별시 금천구 디지털로10길 9 현대시티아울렛 8층 지번
지도보기",02-2136-9982,"풀코스 매드 런치: 22,900원
시그니처 스테이크 세트: 115,000원
프리미엄 본-인 립아이 스테이크 세트: 179,000원
매드 글레이즈드 립: 34,900원
만다린 치킨 샐러드: 21,900원
갈릭페뇨 파스타: 26,800원
매드 라자냐: 28,400원
비프 & K-라이스: 28,400원
갈릭 스노잉 피자: 27,200원
풀코스 매드 런치: 22,900원
시그니처 스테이크 세트: 115,000원
프리미엄 본-인 립아이 스테이크 세트: 179,000원
매드 글레이즈드 립: 34,900원
만다린 치킨 샐러드: 21,900원
갈릭페뇨 파스타: 26,800원
매드 라자냐: 28,400원
비프 & K-라이스: 28,400원
갈릭 스노잉 피자: 27,200원","{
    ""월"": {
        ""영업시간"": ""11:00 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:00""
    },
    ""화"": {
        ""영업시간"": ""[오늘] 12.24 (화)11:00 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:00""
    },
    ""수"": {
        ""영업시간"": ""11:00 - 21:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""목"": {
        ""영업시간"": ""11:00 - 21:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:00""
    },
    ""금"": {
        ""영업시간"": ""11:00 - 21:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:30""
    },
    ""토"": {
        ""영업시간"": ""11:00 - 21:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:30""
    },
    ""일"": {
        ""영업시간"": ""11:00 - 21:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:30""
    }
}"
RM7qwt7tSDfa,백만그릇파스타,"서울특별시 금천구 디지털로 207 2층 지번
지도보기",0507-1414-1576,"라구파스타: 13,900원
매콤크림리조또: 13,900원
소세지필라프: 13,900원
트러플버섯크림파스타: 18,000원
페퍼로니로제파스타: 15,900원
베이컨크림리조또: 12,900원
우삼겹알리오올리오: 12,900원
알리오올리오: 10,900원
우삼겹짬뽕파스타: 12,900원
쉬림프 필라프: 11,900원
라구파스타: 13,900원
매콤크림리조또: 13,900원
소세지필라프: 13,900원
트러플버섯크림파스타: 18,000원
페퍼로니로제파스타: 15,900원
베이컨크림리조또: 12,900원
우삼겹알리오올리오: 12,900원
알리오올리오: 10,900원
우삼겹짬뽕파스타: 12,900원
쉬림프 필라프: 11,900원","{
    ""월"": {
        ""영업시간"": ""11:00 - 21:10"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:10""
    },
    ""화"": {
        ""영업시간"": ""[오늘] 12.24 (화)11:00 - 21:10"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:10""
    },
    ""수"": {
        ""영업시간"": ""11:00 - 21:10"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:10""
    },
    ""목"": {
        ""영업시간"": ""11:00 - 21:10"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:10""
    },
    ""금"": {
        ""영업시간"": ""11:00 - 21:10"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:10""
    },
    ""토"": {
        ""영업시간"": ""11:00 - 21:10"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:10""
    },
    ""일"": {
        ""영업시간"": ""11:00 - 21:10"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:10""
    }
}"
qQy5iEV0Az2t,스튜디오레이크,"서울특별시 금천구 디지털로 210 2층 지번
지도보기",0507-1308-9864,"시그니처 치킨: 23,000원
멜론 프로슈토: 17,000원
트러플 파케리: 19,000원
에그인헬: 19,000원
치즈 플레이트: 22,000원
브리치즈 구이: 16,000원
부라타치즈 샐러드: 16,000원
아이스크림 크로플: 11,000원
시그니처 치킨: 23,000원
멜론 프로슈토: 17,000원
트러플 파케리: 19,000원
에그인헬: 19,000원
치즈 플레이트: 22,000원
브리치즈 구이: 16,000원
부라타치즈 샐러드: 16,000원
아이스크림 크로플: 11,000원","{
    ""월"": {
        ""영업시간"": ""18:00 - 00:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""화"": {
        ""영업시간"": ""[오늘] 12.24 (화)16:00 - 02:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""수"": {
        ""영업시간"": ""16:00 - 01:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""목"": {
        ""영업시간"": ""18:00 - 00:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""금"": {
        ""영업시간"": ""18:00 - 01:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""토"": {
        ""영업시간"": ""18:00 - 01:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    },
    ""일"": {
        ""영업시간"": ""18:00 - 00:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""라스트오더 없음""
    }
}"
9JuPSLSKqpIm,포타제,"서울특별시 금천구 디지털로9길 68 1F (대륭포스트타워 5차) 지번
지도보기",02-854-2221,"Economy Lunch A: 39,000원
Business Lunch B: 47,000원
Premium Lunch C: 56,000원
Signature Dinner: 89,000원
Premium Dinner: 99,000원
T-BONE&TOMAHAWK SET: 220000~240000
Economy Lunch A: 39,000원
Business Lunch B: 47,000원
Premium Lunch C: 56,000원
Signature Dinner: 89,000원
Premium Dinner: 99,000원
T-BONE&TOMAHAWK SET: 220000~240000","{
    ""월"": {
        ""영업시간"": ""11:30 - 21:00"",
        ""브레이크타임"": ""15:00 - 17:30"",
        ""라스트오더"": ""14:00, 20:00""
    },
    ""화"": {
        ""영업시간"": ""[오늘] 12.24 (화)11:30 - 21:00"",
        ""브레이크타임"": ""15:00 - 17:30"",
        ""라스트오더"": ""14:00, 20:00""
    },
    ""수"": {
        ""영업시간"": ""11:30 - 21:00"",
        ""브레이크타임"": ""15:00 - 17:30"",
        ""라스트오더"": ""14:00, 20:00""
    },
    ""목"": {
        ""영업시간"": ""11:30 - 21:00"",
        ""브레이크타임"": ""15:00 - 17:30"",
        ""라스트오더"": ""14:00, 20:00""
    },
    ""금"": {
        ""영업시간"": ""11:30 - 21:00"",
        ""브레이크타임"": ""15:00 - 17:30"",
        ""라스트오더"": ""14:00, 20:00""
    },
    ""토"": {
        ""영업시간"": ""휴무일""
    },
    ""일"": {
        ""영업시간"": ""휴무일""
    }
}"
FoNeEB794aER,롱블랙스푼,"서울특별시 금천구 가산디지털1로 131 BYC하이시티 B동 2층 지번
지도보기",02-6947-7788,"관자새우페스토: 17,000원
새우 날치알 크림 파스타: 17,000원
그란치오: 17,000원
명란아보카도: 18,000원
해산물토마토리조또: 18,000원
이베리코 스테이크: 30,000원
안심불고기피자: 16,000원
부라타과일샐러드: 21,000원
비프샐러드: 22,000원
안심스테이크: 45,000원
비프스테이크 리조또: 22,000원
채끝등심 스테이크: 45,000원
감바스: 22,000원
하이볼 3종: 8,000원
풍기뇨끼: 19,000원
알리오올리오: 14,000원
해산물파스타: 18,000원
비프치즈크림파스타: 18,000원
관자새우페스토: 17,000원
새우 날치알 크림 파스타: 17,000원
그란치오: 17,000원
명란아보카도: 18,000원
해산물토마토리조또: 18,000원
이베리코 스테이크: 30,000원
안심불고기피자: 16,000원
부라타과일샐러드: 21,000원
비프샐러드: 22,000원
안심스테이크: 45,000원
비프스테이크 리조또: 22,000원
채끝등심 스테이크: 45,000원
감바스: 22,000원
하이볼 3종: 8,000원
풍기뇨끼: 19,000원
알리오올리오: 14,000원
해산물파스타: 18,000원
비프치즈크림파스타: 18,000원","{
    ""월"": {
        ""영업시간"": ""11:00 - 22:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:30""
    },
    ""화"": {
        ""영업시간"": ""[오늘] 12.24 (화)11:00 - 22:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:30""
    },
    ""수"": {
        ""영업시간"": ""11:00 - 22:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:30""
    },
    ""목"": {
        ""영업시간"": ""11:00 - 22:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:30""
    },
    ""금"": {
        ""영업시간"": ""11:00 - 22:00"",
        ""브레이크타임"": ""15:00 - 17:00"",
        ""라스트오더"": ""20:30""
    },
    ""토"": {
        ""영업시간"": ""휴무일""
    },
    ""일"": {
        ""영업시간"": ""휴무일""
    }
}"
8criE5DTcr2Q,니뽕내뽕 현대아울렛가산점,"서울특별시 금천구 디지털로10길 9 현대시티아울렛 6층 지번
지도보기",02-2136-9963,"크뽕: 11,500원
로뽕: 12,500원
고기일뽕: 12,000원
맵크뽕: 12,500원
마라크뽕: 12,900원
토뽕: 11,900원
콘치즈크뽕: 12,500원
태뽕: 10,500원
쏘야뽕/맵쏘야뽕: 11,500원
new)숯불제육중화뽕: 13,500원
고기짜장: 9,500원
맵짜장: 9,500원
사이드메뉴: 1,000원
new)숯불제육중화볶음밥: 12,500원
크림불고기리조또: 11,500원
맵로제불고기리조또: 12,500원
로제불고기리조또: 12,500원
니피자: 11,900원
내피자: 11,900원
페피자: 13,500원
콘치즈피자: 13,500원
new)숯불제육피자: 14,500원
토핑메뉴: 1000~3000
에이드세트: 32900~35900
탄산세트: 30,900원
시즌메뉴)냉쫄뽕: 10,000원
차뽕: 9,500원
일뽕: 9,500원
고기차뽕: 12,000원
크뽕: 11,500원
로뽕: 12,500원
고기일뽕: 12,000원
맵크뽕: 12,500원
마라크뽕: 12,900원
토뽕: 11,900원
콘치즈크뽕: 12,500원
태뽕: 10,500원
쏘야뽕/맵쏘야뽕: 11,500원
new)숯불제육중화뽕: 13,500원
고기짜장: 9,500원
맵짜장: 9,500원
사이드메뉴: 1,000원
new)숯불제육중화볶음밥: 12,500원
크림불고기리조또: 11,500원
맵로제불고기리조또: 12,500원
로제불고기리조또: 12,500원
니피자: 11,900원
내피자: 11,900원
페피자: 13,500원
콘치즈피자: 13,500원
new)숯불제육피자: 14,500원
토핑메뉴: 1000~3000
에이드세트: 32900~35900
탄산세트: 30,900원
시즌메뉴)냉쫄뽕: 10,000원
차뽕: 9,500원
일뽕: 9,500원
고기차뽕: 12,000원","{
    ""월"": {
        ""영업시간"": ""11:00 - 20:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:00""
    },
    ""화"": {
        ""영업시간"": ""[오늘] 12.24 (화)11:00 - 20:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:00""
    },
    ""수"": {
        ""영업시간"": ""11:00 - 20:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:00""
    },
    ""목"": {
        ""영업시간"": ""11:00 - 20:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:00""
    },
    ""금"": {
        ""영업시간"": ""11:00 - 20:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:00""
    },
    ""토"": {
        ""영업시간"": ""11:00 - 20:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:00""
    },
    ""일"": {
        ""영업시간"": ""11:00 - 20:30"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""20:00""
    }
}"
hunRDohmXO1a,마피아피자앤펍,"서울특별시 금천구 가산디지털1로 168 우림 라이온스밸리A동 지하1층 B106-1호 지번
지도보기",0507-1413-0026,"마피아피자 콤비네이션(18인치): 34,900원
크림치즈 피자(18인치): 33,900원
마피아피자 콤비네이션(11인치): 22,900원
매콤불고기 피자(11인치): 22,900원
매콤불고기 피자(18인치): 34,900원
크림치즈 피자(11인치): 21,900원
2가지 맛 선택(18인치): 35,900원
치즈듬뿍: 5,000원
치즈피자(11인치): 16,900원
마피아피자 콤비네이션(18인치): 34,900원
크림치즈 피자(18인치): 33,900원
마피아피자 콤비네이션(11인치): 22,900원
매콤불고기 피자(11인치): 22,900원
매콤불고기 피자(18인치): 34,900원
크림치즈 피자(11인치): 21,900원
2가지 맛 선택(18인치): 35,900원
치즈듬뿍: 5,000원
치즈피자(11인치): 16,900원","{
    ""월"": {
        ""영업시간"": ""11:30 - 23:30"",
        ""브레이크타임"": ""14:00 - 17:30"",
        ""라스트오더"": ""22:30""
    },
    ""화"": {
        ""영업시간"": ""[오늘] 12.24 (화)11:30 - 23:30"",
        ""브레이크타임"": ""14:00 - 17:30"",
        ""라스트오더"": ""22:30""
    },
    ""수"": {
        ""영업시간"": ""11:30 - 23:30"",
        ""브레이크타임"": ""14:00 - 17:30"",
        ""라스트오더"": ""22:30""
    },
    ""목"": {
        ""영업시간"": ""11:30 - 23:30"",
        ""브레이크타임"": ""14:00 - 17:30"",
        ""라스트오더"": ""22:30""
    },
    ""금"": {
        ""영업시간"": ""11:30 - 23:30"",
        ""브레이크타임"": ""14:00 - 17:30"",
        ""라스트오더"": ""22:30""
    },
    ""토"": {
        ""영업시간"": ""휴무일""
    },
    ""일"": {
        ""영업시간"": ""휴무일""
    }
}"
equSVujjqQNg,믹스토랑 금천구청점,"서울특별시 금천구 시흥대로79길 15 리솜메디라이프 1층 106호~108호 지번
지도보기",0507-1467-0338,"스폐셜플래터: 38,000원
안심 스테이크: 32,000원
비프 상하이 파스타: 13,900원
토마토 베이컨 파스타: 10,900원
상하이 필라프: 11,900원
새우 필라프: 10,900원
김치 필라프: 10,900원
트러플 크림 리조또: 12,900원
로제 베이컨 리조또: 10,900원
바질크림베이컨 리조또: 12,900원
감바스 알 아히요: 20,000원
상하이 파스타: 10,900원
크림 베이컨 파스타: 10,900원
감바스 오일 파스타: 10,900원
목살 필라프: 10,900원
믹스 플래터: 25,000원
목살 스테이크: 14,900원
부채살 스테이크: 23,000원
치킨 스테이크: 14,900원
스폐셜플래터: 38,000원
안심 스테이크: 32,000원
비프 상하이 파스타: 13,900원
토마토 베이컨 파스타: 10,900원
상하이 필라프: 11,900원
새우 필라프: 10,900원
김치 필라프: 10,900원
트러플 크림 리조또: 12,900원
로제 베이컨 리조또: 10,900원
바질크림베이컨 리조또: 12,900원
감바스 알 아히요: 20,000원
상하이 파스타: 10,900원
크림 베이컨 파스타: 10,900원
감바스 오일 파스타: 10,900원
목살 필라프: 10,900원
믹스 플래터: 25,000원
목살 스테이크: 14,900원
부채살 스테이크: 23,000원
치킨 스테이크: 14,900원","{
    ""월"": {
        ""영업시간"": ""11:00 - 22:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""21:00""
    },
    ""화"": {
        ""영업시간"": ""[오늘] 12.24 (화)11:00 - 22:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""21:00""
    },
    ""수"": {
        ""영업시간"": ""11:00 - 22:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""21:00""
    },
    ""목"": {
        ""영업시간"": ""11:00 - 22:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""21:00""
    },
    ""금"": {
        ""영업시간"": ""11:00 - 22:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""21:00""
    },
    ""토"": {
        ""영업시간"": ""11:00 - 22:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""21:00""
    },
    ""일"": {
        ""영업시간"": ""11:00 - 22:00"",
        ""브레이크타임"": ""브레이크타임 없음"",
        ""라스트오더"": ""21:00""
    }
}"
